iteration,wall_time_s,n_trajectories,pareto_front_size,best_obj0,best_obj1,mean_episode_return_obj0,mean_episode_return_obj1,target_obj0,target_obj1,bc_loss_mean,bc_loss_last
28,35.913,56,9,87.84355163574219,-209.23712158203125,-64.11231231689453,-246.81773376464844,22.753164291381836,-216.97779846191406,5.8357805824279785,5.916943550109863
29,37.151,60,9,87.84355163574219,-209.23712158203125,-66.42762756347656,-247.63992309570312,130.01385498046875,-296.49285888671875,5.825748748779297,5.7828264236450195
30,38.246,60,9,87.84355163574219,-209.23712158203125,-66.42762756347656,-247.63992309570312,32.60199737548828,-222.55963134765625,5.835132732391357,5.800792694091797
31,39.562,64,5,104.41668701171875,-209.23712158203125,-63.28636169433594,-246.34194946289062,-52.72847366333008,-185.89862060546875,5.82656361579895,5.898309230804443
32,40.892,64,5,104.41668701171875,-209.23712158203125,-63.28636169433594,-246.34194946289062,19.27689552307129,-222.07542419433594,5.815891675949096,5.859554767608643
33,42.182,68,5,104.41668701171875,-209.23712158203125,-64.10852813720703,-245.9910125732422,23.986234664916992,-222.21621704101562,5.803848428726196,5.9110188484191895
34,43.327,68,5,104.41668701171875,-209.23712158203125,-64.10852813720703,-245.9910125732422,20.33091926574707,-220.72975158691406,5.804365720748901,5.630555152893066
35,44.453,72,5,104.41668701171875,-209.23712158203125,-60.61917495727539,-245.54812622070312,110.18647766113281,-224.40272521972656,5.809530744552612,5.834378242492676
36,45.822,72,5,104.41668701171875,-209.23712158203125,-60.61917495727539,-245.54812622070312,-103.8139877319336,-208.8990020751953,5.804674472808838,5.937405586242676
37,47.241,76,5,104.41668701171875,-209.23712158203125,-59.83363723754883,-244.97764587402344,-73.00193786621094,-208.76271057128906,5.803803415298462,5.706465244293213
38,48.563,76,5,104.41668701171875,-209.23712158203125,-59.83363723754883,-244.97764587402344,-101.00435638427734,-207.7533721923828,5.822296056747437,5.810261249542236
39,49.787,80,5,104.41668701171875,-209.23712158203125,-59.422279357910156,-244.461669921875,117.23825073242188,-224.6695098876953,5.799315013885498,5.811596870422363
40,50.916,80,5,104.41668701171875,-209.23712158203125,-59.422279357910156,-244.461669921875,-110.4791030883789,-208.50970458984375,5.811776895523071,5.654810428619385
41,51.935,84,5,104.41668701171875,-209.23712158203125,-61.74730682373047,-243.6879425048828,-91.71864318847656,-207.09153747558594,5.78431131362915,5.886535167694092
42,53.171,84,5,104.41668701171875,-209.23712158203125,-61.74730682373047,-243.6879425048828,-106.10913848876953,-207.4706268310547,5.775090188980102,5.684844493865967
43,54.759,88,5,104.41668701171875,-209.23712158203125,-62.661865234375,-243.23046875,135.0811767578125,-222.90489196777344,5.790821828842163,5.866713523864746
44,55.949,88,5,104.41668701171875,-209.23712158203125,-62.661865234375,-243.23046875,3.2558698654174805,-214.9147491455078,5.77871675491333,5.812314987182617
45,57.179,92,5,104.41668701171875,-209.23712158203125,-61.648162841796875,-242.87646484375,119.0362777709961,-223.64002990722656,5.776020231246949,5.747189044952393
46,58.069,92,5,104.41668701171875,-209.23712158203125,-61.648162841796875,-242.87646484375,-51.863216400146484,-214.4374237060547,5.779668130874634,5.745105743408203
47,59.223,96,5,104.41668701171875,-209.23712158203125,-59.280303955078125,-242.41099548339844,27.631032943725586,-221.79251098632812,5.7618137454986575,5.779311180114746
48,60.509,96,5,104.41668701171875,-209.23712158203125,-59.280303955078125,-242.41099548339844,-110.80709838867188,-208.86134338378906,5.7650829029083255,5.78734016418457
49,61.741,100,5,104.41668701171875,-209.23712158203125,-59.221717834472656,-242.07591247558594,-46.31976318359375,-215.52845764160156,5.785557956695556,5.8189697265625
50,62.706,100,5,104.41668701171875,-209.23712158203125,-59.221717834472656,-242.07591247558594,-26.87249755859375,-213.82781982421875,5.757872161865234,5.783398151397705
51,63.901,104,5,104.41668701171875,-209.23712158203125,-59.77979278564453,-241.4883575439453,30.241262435913086,-222.2887420654297,5.770220556259155,5.764479637145996
52,64.871,104,5,104.41668701171875,-209.23712158203125,-59.77979278564453,-241.4883575439453,133.58189392089844,-223.77496337890625,5.759050931930542,5.835793495178223
53,66.094,108,6,116.61920928955078,-209.23712158203125,-58.92302322387695,-241.1393280029297,30.10584831237793,-222.48382568359375,5.7511288452148435,5.841592311859131
54,67.411,108,6,116.61920928955078,-209.23712158203125,-58.92302322387695,-241.1393280029297,-30.156417846679688,-210.83204650878906,5.763442707061768,5.720290660858154
55,68.713,112,6,116.61920928955078,-209.23712158203125,-59.938533782958984,-240.89559936523438,121.98431396484375,-229.70819091796875,5.743432102203369,5.628120422363281
56,69.931,112,6,116.61920928955078,-209.23712158203125,-59.938533782958984,-240.89559936523438,129.2122039794922,-223.4072265625,5.76299786567688,5.715100288391113
57,70.874,116,6,116.61920928955078,-209.23712158203125,-59.70979309082031,-240.39100646972656,-69.1600570678711,-208.80422973632812,5.747316579818726,5.698651313781738
58,72.146,116,6,116.61920928955078,-209.23712158203125,-59.70979309082031,-240.39100646972656,-72.05159759521484,-208.75021362304688,5.7217176818847655,5.638483047485352
59,73.522,120,6,116.61920928955078,-209.23712158203125,-59.807621002197266,-240.1082305908203,128.915771484375,-231.29225158691406,5.742334280014038,5.764688968658447
60,74.815,120,6,116.61920928955078,-209.23712158203125,-59.807621002197266,-240.1082305908203,-101.57805633544922,-207.1825714111328,5.736284980773926,5.635287761688232
61,76.063,124,6,116.61920928955078,-209.23712158203125,-61.45630645751953,-239.8088836669922,124.59671783447266,-228.87579345703125,5.730855264663696,5.736739158630371
62,77.223,124,6,116.61920928955078,-209.23712158203125,-61.45630645751953,-239.8088836669922,123.43524932861328,-229.3756866455078,5.749696931838989,5.762699127197266
63,78.632,128,6,116.61920928955078,-209.23712158203125,-62.123756408691406,-239.51968383789062,-78.32976531982422,-208.5886993408203,5.74063850402832,5.807744979858398
64,79.998,128,6,116.61920928955078,-209.23712158203125,-62.123756408691406,-239.51968383789062,124.35213470458984,-222.1170654296875,5.746673336029053,5.852421283721924
65,81.314,132,6,116.61920928955078,-209.23712158203125,-62.42911911010742,-239.1162109375,-103.62039947509766,-208.33462524414062,5.699262027740478,5.724828720092773
66,82.537,132,6,116.61920928955078,-209.23712158203125,-62.42911911010742,-239.1162109375,-79.58292388916016,-208.92178344726562,5.7314723873138425,5.725552558898926
67,83.762,136,6,116.61920928955078,-209.23712158203125,-62.21086502075195,-238.58607482910156,-108.69392395019531,-207.28770446777344,5.735316772460937,5.611332893371582
68,84.566,136,6,116.61920928955078,-209.23712158203125,-62.21086502075195,-238.58607482910156,91.65845489501953,-219.63632202148438,5.740770168304444,5.699929714202881
69,86.011,140,6,116.61920928955078,-209.23712158203125,-61.95183563232422,-238.2708740234375,128.54617309570312,-220.07122802734375,5.71463285446167,5.822873592376709
70,87.567,140,6,116.61920928955078,-209.23712158203125,-61.95183563232422,-238.2708740234375,73.51451873779297,-218.69192504882812,5.724624662399292,5.797600746154785
71,88.794,144,6,116.61920928955078,-209.23712158203125,-63.62420654296875,-238.07785034179688,146.34799194335938,-230.0014190673828,5.70482102394104,5.693643569946289
72,90.007,144,6,116.61920928955078,-209.23712158203125,-63.62420654296875,-238.07785034179688,125.12958526611328,-227.880859375,5.714450931549072,5.745516300201416
73,90.914,148,7,116.61920928955078,-209.23712158203125,-62.6052360534668,-237.68959045410156,77.43450927734375,-219.7545623779297,5.705619745254516,5.623055458068848
74,92.355,148,7,116.61920928955078,-209.23712158203125,-62.6052360534668,-237.68959045410156,-47.32383346557617,-212.6316680908203,5.703144598007202,5.661976337432861
75,93.824,152,7,116.61920928955078,-209.23712158203125,-63.82370376586914,-237.35479736328125,127.65682983398438,-230.73350524902344,5.708138618469238,5.867980003356934
76,95.045,152,7,116.61920928955078,-209.23712158203125,-63.82370376586914,-237.35479736328125,120.19178009033203,-223.16119384765625,5.715899896621704,5.732320785522461
77,96.247,156,7,116.61920928955078,-209.23712158203125,-63.38042068481445,-237.0118408203125,-70.91844940185547,-206.55682373046875,5.706151609420776,5.623565673828125
78,97.22,156,7,116.61920928955078,-209.23712158203125,-63.38042068481445,-237.0118408203125,-97.9603500366211,-208.5399627685547,5.707383518218994,5.669748306274414
79,98.558,160,7,116.61920928955078,-209.23712158203125,-63.33702850341797,-236.70559692382812,-52.228492736816406,-213.37989807128906,5.721560230255127,5.607158660888672
80,99.926,160,7,116.61920928955078,-209.23712158203125,-63.33702850341797,-236.70559692382812,-50.12897491455078,-211.5157012939453,5.685407524108887,5.514540672302246
81,101.238,164,8,116.61920928955078,-207.66290283203125,-64.21788024902344,-236.086181640625,-54.33185958862305,-205.77198791503906,5.68897970199585,5.712001800537109
82,102.452,164,8,116.61920928955078,-207.66290283203125,-64.21788024902344,-236.086181640625,131.1096649169922,-231.03921508789062,5.676663417816162,5.662468910217285
83,103.495,168,8,116.61920928955078,-207.66290283203125,-64.20381927490234,-235.9661407470703,138.06802368164062,-231.56393432617188,5.683480939865112,5.723701477050781
84,104.756,168,8,116.61920928955078,-207.66290283203125,-64.20381927490234,-235.9661407470703,-52.25162124633789,-201.46128845214844,5.682470235824585,5.585444927215576
85,106.135,172,8,116.61920928955078,-207.66290283203125,-65.41964721679688,-235.63156127929688,89.73304748535156,-219.10316467285156,5.690636615753174,5.673823356628418
86,107.432,172,8,116.61920928955078,-207.66290283203125,-65.41964721679688,-235.63156127929688,170.41380310058594,-231.38619995117188,5.695062932968139,5.629919052124023
87,108.678,176,8,116.61920928955078,-207.66290283203125,-66.35783386230469,-235.2891082763672,-76.87230682373047,-206.26199340820312,5.688959417343139,5.66695499420166
88,109.877,176,8,116.61920928955078,-207.66290283203125,-66.35783386230469,-235.2891082763672,119.36918640136719,-230.14459228515625,5.683953800201416,5.762977600097656
89,110.936,180,8,116.61920928955078,-207.66290283203125,-66.70682525634766,-235.199951171875,118.02471923828125,-230.77098083496094,5.669771118164062,5.598326683044434
90,112.122,180,8,116.61920928955078,-207.66290283203125,-66.70682525634766,-235.199951171875,-49.485252380371094,-211.56378173828125,5.680220127105713,5.709835052490234
91,113.509,184,9,116.61920928955078,-207.66290283203125,-67.0115737915039,-234.97682189941406,78.17506408691406,-220.18218994140625,5.702099237442017,5.6289143562316895
92,114.703,184,9,116.61920928955078,-207.66290283203125,-67.0115737915039,-234.97682189941406,138.89584350585938,-223.26272583007812,5.693481359481812,5.676029682159424
93,115.947,188,9,116.61920928955078,-207.66290283203125,-67.68450164794922,-234.6135711669922,-72.2862319946289,-207.44378662109375,5.690770893096924,5.7021074295043945
94,117.234,188,9,116.61920928955078,-207.66290283203125,-67.68450164794922,-234.6135711669922,107.71472930908203,-220.42266845703125,5.690144691467285,5.574590682983398
95,118.46,192,9,116.61920928955078,-207.66290283203125,-68.71321868896484,-234.6254425048828,116.8033447265625,-229.2506866455078,5.685949668884278,5.58341646194458
96,119.839,192,9,116.61920928955078,-207.66290283203125,-68.71321868896484,-234.6254425048828,113.94410705566406,-219.51649475097656,5.688402585983276,5.715261936187744
97,121.06,196,9,116.61920928955078,-207.66290283203125,-68.77275085449219,-234.53221130371094,-56.928245544433594,-207.0500946044922,5.666405487060547,5.639822959899902
98,122.279,196,9,116.61920928955078,-207.66290283203125,-68.77275085449219,-234.53221130371094,55.88971710205078,-212.99037170410156,5.668059015274048,5.6185503005981445
99,123.361,200,9,116.61920928955078,-207.66290283203125,-68.36863708496094,-234.31019592285156,-23.410579681396484,-211.50094604492188,5.678595724105835,5.655007362365723
100,124.641,200,9,116.61920928955078,-207.66290283203125,-68.36863708496094,-234.31019592285156,85.5602035522461,-217.6603240966797,5.67963436126709,5.626613616943359
101,126.298,200,9,116.61920928955078,-207.66290283203125,-69.71136474609375,-232.71762084960938,141.12313842773438,-229.73223876953125,5.65747109413147,5.596306324005127
102,127.354,200,9,116.61920928955078,-207.66290283203125,-69.71136474609375,-232.71762084960938,134.71197509765625,-231.0911865234375,5.668301153182983,5.71635103225708
103,128.467,200,7,116.61920928955078,-207.66290283203125,-68.69305419921875,-233.04393005371094,113.36164855957031,-224.29660034179688,5.656735754013061,5.56533145904541
104,129.412,200,7,116.61920928955078,-207.66290283203125,-68.69305419921875,-233.04393005371094,111.01541137695312,-224.91275024414062,5.662692451477051,5.736166954040527
105,130.763,200,7,116.61920928955078,-207.66290283203125,-69.67444610595703,-232.49185180664062,129.06625366210938,-224.89715576171875,5.660371141433716,5.772855758666992
106,131.984,200,7,116.61920928955078,-207.66290283203125,-69.67444610595703,-232.49185180664062,33.91838073730469,-215.22238159179688,5.665999374389648,5.665915012359619
107,133.354,200,7,116.61920928955078,-207.66290283203125,-69.53376007080078,-232.14608764648438,105.98663330078125,-219.9432373046875,5.661327590942383,5.6904191970825195
108,134.544,200,7,116.61920928955078,-207.66290283203125,-69.53376007080078,-232.14608764648438,123.0479965209961,-227.1013641357422,5.641523189544678,5.50878381729126
109,135.782,200,8,116.61920928955078,-207.66290283203125,-70.82178497314453,-231.6015167236328,57.18194580078125,-212.64610290527344,5.648483743667603,5.698551177978516
110,136.679,200,8,116.61920928955078,-207.66290283203125,-70.82178497314453,-231.6015167236328,-64.94251251220703,-205.7388458251953,5.644585876464844,5.712353229522705
111,137.96,200,8,116.61920928955078,-207.66290283203125,-72.19623565673828,-231.46531677246094,137.29702758789062,-231.463623046875,5.635583248138428,5.689817428588867
112,139.452,200,8,116.61920928955078,-207.66290283203125,-72.19623565673828,-231.46531677246094,129.23597717285156,-231.86517333984375,5.607033548355102,5.806280136108398
113,140.683,200,8,116.61920928955078,-207.66290283203125,-73.00346374511719,-230.75355529785156,69.57183074951172,-214.8521270751953,5.621948652267456,5.549963474273682
114,141.917,200,8,116.61920928955078,-207.66290283203125,-73.00346374511719,-230.75355529785156,-57.61922073364258,-211.08187866210938,5.618345623016357,5.531137466430664
115,143.085,200,8,116.61920928955078,-207.66290283203125,-75.6471176147461,-230.80499267578125,120.3526840209961,-224.9146270751953,5.625780572891236,5.645198345184326
116,144.361,200,8,116.61920928955078,-207.66290283203125,-75.6471176147461,-230.80499267578125,131.8338623046875,-230.6936798095703,5.613577737808227,5.611082553863525
117,145.598,200,8,116.61920928955078,-207.66290283203125,-75.98357391357422,-230.25250244140625,34.5119514465332,-214.6593780517578,5.643512592315674,5.648816108703613
118,146.883,200,8,116.61920928955078,-207.66290283203125,-75.98357391357422,-230.25250244140625,110.92852783203125,-221.14039611816406,5.620485591888428,5.669827461242676
119,148.103,200,8,116.61920928955078,-207.66290283203125,-75.8544692993164,-229.81565856933594,-74.53787231445312,-207.05418395996094,5.611134643554688,5.557918548583984
120,149.235,200,8,116.61920928955078,-207.66290283203125,-75.8544692993164,-229.81565856933594,155.01683044433594,-230.5391082763672,5.650007314682007,5.664665222167969
121,150.495,200,8,116.61920928955078,-207.66290283203125,-75.84001922607422,-229.2977752685547,131.18093872070312,-223.00210571289062,5.6367196846008305,5.6643171310424805
122,151.898,200,8,116.61920928955078,-207.66290283203125,-75.84001922607422,-229.2977752685547,-55.126251220703125,-205.2124786376953,5.610108947753906,5.587248802185059
123,153.138,200,8,116.61920928955078,-207.66290283203125,-75.39303588867188,-229.17613220214844,132.39598083496094,-231.5365753173828,5.599510545730591,5.587057113647461
124,154.366,200,8,116.61920928955078,-207.66290283203125,-75.39303588867188,-229.17613220214844,82.23483276367188,-220.16015625,5.603796672821045,5.6122541427612305
125,155.281,200,8,116.61920928955078,-207.66290283203125,-75.82862091064453,-228.75473022460938,-77.45800018310547,-207.40350341796875,5.599363040924072,5.49989128112793
126,156.646,200,8,116.61920928955078,-207.66290283203125,-75.82862091064453,-228.75473022460938,128.47044372558594,-231.24778747558594,5.609650249481201,5.551506996154785
127,157.931,200,8,116.61920928955078,-207.66290283203125,-76.14766693115234,-228.28082275390625,149.1735382080078,-231.17552185058594,5.597942657470703,5.438060760498047
128,159.268,200,8,116.61920928955078,-207.66290283203125,-76.14766693115234,-228.28082275390625,95.02599334716797,-216.38877868652344,5.606886425018311,5.584202766418457
129,160.5,200,8,116.61920928955078,-207.66290283203125,-77.04267883300781,-227.3372039794922,-70.45648193359375,-206.16268920898438,5.557857465744019,5.473376274108887
130,161.573,200,8,116.61920928955078,-207.66290283203125,-77.04267883300781,-227.3372039794922,131.1140594482422,-231.8676300048828,5.5859903144836425,5.474395751953125
131,162.817,200,8,116.61920928955078,-207.66290283203125,-76.80508422851562,-227.24534606933594,82.28740692138672,-220.26986694335938,5.601533527374268,5.460885047912598
132,164.216,200,8,116.61920928955078,-207.66290283203125,-76.80508422851562,-227.24534606933594,35.41619873046875,-215.93472290039062,5.582612581253052,5.653791427612305
133,165.523,200,8,116.61920928955078,-207.66290283203125,-76.66166687011719,-226.8379669189453,49.48898696899414,-214.06201171875,5.568622655868531,5.662966728210449
134,166.612,200,8,116.61920928955078,-207.66290283203125,-76.66166687011719,-226.8379669189453,-19.153791427612305,-209.04505920410156,5.575912275314331,5.517075061798096
135,167.786,200,8,116.61920928955078,-207.66290283203125,-78.55841827392578,-226.46710205078125,-58.10540008544922,-206.26966857910156,5.573193378448487,5.524710178375244
136,168.798,200,8,116.61920928955078,-207.66290283203125,-78.55841827392578,-226.46710205078125,-11.380827903747559,-209.7992706298828,5.546289930343628,5.542148590087891
137,169.949,200,8,116.61920928955078,-207.66290283203125,-79.06307220458984,-226.36709594726562,135.6202392578125,-231.72413635253906,5.5717146110534665,5.59459114074707
138,171.244,200,8,116.61920928955078,-207.66290283203125,-79.06307220458984,-226.36709594726562,103.276611328125,-220.14524841308594,5.592468309402466,5.70170783996582
139,172.512,200,8,116.61920928955078,-207.66290283203125,-79.26496887207031,-226.32562255859375,136.87564086914062,-227.77706909179688,5.572540512084961,5.603431701660156
140,173.706,200,8,116.61920928955078,-207.66290283203125,-79.26496887207031,-226.32562255859375,103.29806518554688,-216.12953186035156,5.573720626831054,5.554396629333496
141,174.964,200,8,116.61920928955078,-207.66290283203125,-80.12831115722656,-226.08372497558594,-50.41224670410156,-205.16397094726562,5.5419974040985105,5.485932350158691
142,176.25,200,8,116.61920928955078,-207.66290283203125,-80.12831115722656,-226.08372497558594,-10.137939453125,-211.36949157714844,5.583476982116699,5.591770172119141
143,177.567,200,8,116.61920928955078,-207.66290283203125,-78.79264831542969,-225.7520751953125,-67.42820739746094,-204.85357666015625,5.552689657211304,5.634981155395508
144,178.871,200,8,116.61920928955078,-207.66290283203125,-78.79264831542969,-225.7520751953125,84.01465606689453,-215.06771850585938,5.56067078590393,5.441709518432617
145,180.116,200,8,116.61920928955078,-207.66290283203125,-78.79080963134766,-225.6631317138672,90.35273742675781,-219.74424743652344,5.550420150756836,5.397456169128418
146,181.171,200,8,116.61920928955078,-207.66290283203125,-78.79080963134766,-225.6631317138672,-37.11796569824219,-208.99386596679688,5.557399797439575,5.553302764892578
147,182.541,200,8,116.61920928955078,-207.66290283203125,-81.26699829101562,-225.5269775390625,94.43279266357422,-222.1338653564453,5.551515159606933,5.558485984802246
148,184.351,200,8,116.61920928955078,-207.66290283203125,-81.26699829101562,-225.5269775390625,87.31378173828125,-220.213623046875,5.5598297214508055,5.50408411026001
149,185.555,200,8,116.61920928955078,-207.66290283203125,-81.44566345214844,-225.43019104003906,128.24583435058594,-228.55093383789062,5.550343885421753,5.479490280151367
150,186.829,200,8,116.61920928955078,-207.66290283203125,-81.44566345214844,-225.43019104003906,123.06341552734375,-230.8004608154297,5.5542904663085935,5.484694957733154
151,187.761,200,8,116.61920928955078,-207.66290283203125,-81.0584487915039,-225.36825561523438,-6.179919242858887,-210.34898376464844,5.566083068847656,5.590063571929932
152,189.207,200,8,116.61920928955078,-207.66290283203125,-81.0584487915039,-225.36825561523438,-54.328086853027344,-204.03643798828125,5.551423749923706,5.6051225662231445
153,190.561,200,7,85.65898895263672,-207.66290283203125,-81.86270141601562,-225.2624969482422,159.1984405517578,-229.38333129882812,5.560798778533935,5.602166175842285
154,191.768,200,7,85.65898895263672,-207.66290283203125,-81.86270141601562,-225.2624969482422,-49.849063873291016,-203.47349548339844,5.5468877410888675,5.59356164932251
155,192.956,200,7,85.65898895263672,-207.66290283203125,-81.22612762451172,-224.95201110839844,60.047080993652344,-215.283447265625,5.549874467849731,5.543595314025879
156,193.967,200,7,85.65898895263672,-207.66290283203125,-81.22612762451172,-224.95201110839844,-66.63645935058594,-205.81239318847656,5.560612201690674,5.575560092926025
157,195.287,200,6,149.22250366210938,-207.66290283203125,-79.89694213867188,-224.86712646484375,48.134307861328125,-215.56346130371094,5.529819822311401,5.596283912658691
158,196.602,200,6,149.22250366210938,-207.66290283203125,-79.89694213867188,-224.86712646484375,163.66778564453125,-219.4278564453125,5.523925514221191,5.475174427032471
159,197.913,200,6,149.22250366210938,-207.66290283203125,-79.55643463134766,-224.6250457763672,-57.09975051879883,-207.38812255859375,5.538712863922119,5.60597562789917
160,199.249,200,6,149.22250366210938,-207.66290283203125,-79.55643463134766,-224.6250457763672,51.77375030517578,-214.0049285888672,5.543644409179688,5.589824676513672
161,200.247,200,7,149.22250366210938,-207.66290283203125,-78.31814575195312,-224.41879272460938,43.58228302001953,-215.6529083251953,5.562120409011841,5.5483269691467285
162,201.66,200,7,149.22250366210938,-207.66290283203125,-78.31814575195312,-224.41879272460938,92.25782012939453,-217.58798217773438,5.5457642459869385,5.591054916381836
163,203.074,200,7,149.22250366210938,-207.66290283203125,-77.82925415039062,-224.24624633789062,43.9992790222168,-213.6486358642578,5.535308456420898,5.581963062286377
164,204.473,200,7,149.22250366210938,-207.66290283203125,-77.82925415039062,-224.24624633789062,151.48451232910156,-219.75204467773438,5.565595836639404,5.578256130218506
165,205.739,200,7,149.22250366210938,-207.66290283203125,-77.79956817626953,-224.13499450683594,-30.16651725769043,-206.72853088378906,5.533561573028565,5.716622829437256
166,206.76,200,7,149.22250366210938,-207.66290283203125,-77.79956817626953,-224.13499450683594,-69.22128295898438,-206.2351531982422,5.5307192039489745,5.513422012329102
167,207.901,200,7,149.22250366210938,-207.66290283203125,-77.64593505859375,-224.123046875,42.99138641357422,-215.1377716064453,5.554200620651245,5.3842926025390625
168,209.228,200,7,149.22250366210938,-207.66290283203125,-77.64593505859375,-224.123046875,-21.074365615844727,-210.0308837890625,5.541834678649902,5.432192802429199
169,210.852,200,7,149.22250366210938,-207.66290283203125,-78.46749877929688,-224.1261749267578,156.3369903564453,-220.264892578125,5.551314764022827,5.519257545471191
170,212.128,200,7,149.22250366210938,-207.66290283203125,-78.46749877929688,-224.1261749267578,94.014404296875,-218.43955993652344,5.542210607528687,5.515528678894043
171,213.269,200,7,149.22250366210938,-207.66290283203125,-75.1759033203125,-223.91078186035156,-35.237648010253906,-210.20809936523438,5.543625802993774,5.567713737487793
172,214.285,200,7,149.22250366210938,-207.66290283203125,-75.1759033203125,-223.91078186035156,159.55404663085938,-220.19619750976562,5.551605644226075,5.619964599609375
173,215.54,200,7,149.22250366210938,-207.66290283203125,-77.46430969238281,-223.70314025878906,-71.63914489746094,-206.1741180419922,5.518726282119751,5.449975967407227
174,216.899,200,7,149.22250366210938,-207.66290283203125,-77.46430969238281,-223.70314025878906,50.92345428466797,-215.15957641601562,5.548645477294922,5.458859443664551
175,218.168,200,7,149.22250366210938,-207.66290283203125,-76.95501708984375,-223.6259307861328,-70.68014526367188,-206.64117431640625,5.525312986373901,5.494302749633789
176,219.381,200,7,149.22250366210938,-207.66290283203125,-76.95501708984375,-223.6259307861328,-55.983917236328125,-207.03700256347656,5.545753297805786,5.502932548522949
